,experiment,id_code,plate,sirna,well,well_type
9479,HUVEC-03,HUVEC-03_3_E10,3,319,E10,
9480,HUVEC-03,HUVEC-03_3_E11,3,738,E11,
9481,HUVEC-03,HUVEC-03_3_E12,3,186,E12,
9482,HUVEC-03,HUVEC-03_3_E13,3,716,E13,
9483,HUVEC-03,HUVEC-03_3_E14,3,375,E14,
9484,HUVEC-03,HUVEC-03_3_E15,3,664,E15,
9485,HUVEC-03,HUVEC-03_3_E16,3,159,E16,
9486,HUVEC-03,HUVEC-03_3_E17,3,999,E17,
9487,HUVEC-03,HUVEC-03_3_E18,3,955,E18,
9488,HUVEC-03,HUVEC-03_3_E19,3,96,E19,
9489,HUVEC-03,HUVEC-03_3_E20,3,53,E20,
9490,HUVEC-03,HUVEC-03_3_E21,3,24,E21,
9491,HUVEC-03,HUVEC-03_3_E22,3,869,E22,
9492,HUVEC-03,HUVEC-03_3_E23,3,796,E23,
9493,HUVEC-03,HUVEC-03_3_F02,3,819,F02,
9494,HUVEC-03,HUVEC-03_3_F04,3,525,F04,
9495,HUVEC-03,HUVEC-03_3_F05,3,718,F05,
9496,HUVEC-03,HUVEC-03_3_F06,3,637,F06,
9497,HUVEC-03,HUVEC-03_3_F08,3,271,F08,
9498,HUVEC-03,HUVEC-03_3_F09,3,491,F09,
9499,HUVEC-03,HUVEC-03_3_F10,3,469,F10,
9500,HUVEC-03,HUVEC-03_3_F12,3,809,F12,
9501,HUVEC-03,HUVEC-03_3_F13,3,864,F13,
9502,HUVEC-03,HUVEC-03_3_F14,3,834,F14,
9503,HUVEC-03,HUVEC-03_3_F16,3,713,F16,
9504,HUVEC-03,HUVEC-03_3_F17,3,1093,F17,
9505,HUVEC-03,HUVEC-03_3_F18,3,554,F18,
9506,HUVEC-03,HUVEC-03_3_F20,3,564,F20,
9507,HUVEC-03,HUVEC-03_3_F21,3,185,F21,
9508,HUVEC-03,HUVEC-03_3_F23,3,533,F23,
9509,HUVEC-03,HUVEC-03_3_G02,3,21,G02,
9510,HUVEC-03,HUVEC-03_3_G03,3,815,G03,
9511,HUVEC-03,HUVEC-03_3_G04,3,942,G04,
9512,HUVEC-03,HUVEC-03_3_G05,3,368,G05,
9513,HUVEC-03,HUVEC-03_3_G06,3,1057,G06,
9514,HUVEC-03,HUVEC-03_3_G07,3,922,G07,
9515,HUVEC-03,HUVEC-03_3_G08,3,485,G08,
9516,HUVEC-03,HUVEC-03_3_G09,3,530,G09,
9517,HUVEC-03,HUVEC-03_3_G10,3,279,G10,
9518,HUVEC-03,HUVEC-03_3_G11,3,477,G11,
9519,HUVEC-03,HUVEC-03_3_G12,3,616,G12,
9520,HUVEC-03,HUVEC-03_3_G13,3,129,G13,
9521,HUVEC-03,HUVEC-03_3_G14,3,122,G14,
9522,HUVEC-03,HUVEC-03_3_G15,3,310,G15,
9523,HUVEC-03,HUVEC-03_3_G16,3,608,G16,
9524,HUVEC-03,HUVEC-03_3_G17,3,782,G17,
9525,HUVEC-03,HUVEC-03_3_G18,3,908,G18,
9526,HUVEC-03,HUVEC-03_3_G19,3,125,G19,
9527,HUVEC-03,HUVEC-03_3_G20,3,289,G20,
9528,HUVEC-03,HUVEC-03_3_G21,3,829,G21,
9529,HUVEC-03,HUVEC-03_3_G22,3,405,G22,
9530,HUVEC-03,HUVEC-03_3_G23,3,690,G23,
9531,HUVEC-03,HUVEC-03_3_H02,3,365,H02,
9532,HUVEC-03,HUVEC-03_3_H04,3,1014,H04,
9533,HUVEC-03,HUVEC-03_3_H05,3,291,H05,
9534,HUVEC-03,HUVEC-03_3_H06,3,866,H06,
9535,HUVEC-03,HUVEC-03_3_H08,3,463,H08,
9536,HUVEC-03,HUVEC-03_3_H09,3,449,H09,
9537,HUVEC-03,HUVEC-03_3_H10,3,848,H10,
9538,HUVEC-03,HUVEC-03_3_H12,3,394,H12,
9539,HUVEC-03,HUVEC-03_3_H13,3,62,H13,
9540,HUVEC-03,HUVEC-03_3_H14,3,501,H14,
9541,HUVEC-03,HUVEC-03_3_H16,3,120,H16,
9542,HUVEC-03,HUVEC-03_3_H17,3,347,H17,
9543,HUVEC-03,HUVEC-03_3_H18,3,252,H18,
9544,HUVEC-03,HUVEC-03_3_H20,3,644,H20,
9545,HUVEC-03,HUVEC-03_3_H21,3,727,H21,
9546,HUVEC-03,HUVEC-03_3_H23,3,38,H23,
9547,HUVEC-03,HUVEC-03_3_I02,3,300,I02,
9548,HUVEC-03,HUVEC-03_3_I03,3,570,I03,
9549,HUVEC-03,HUVEC-03_3_I04,3,886,I04,
9550,HUVEC-03,HUVEC-03_3_I05,3,759,I05,
9551,HUVEC-03,HUVEC-03_3_I06,3,35,I06,
9552,HUVEC-03,HUVEC-03_3_I07,3,805,I07,
9553,HUVEC-03,HUVEC-03_3_I08,3,546,I08,
9554,HUVEC-03,HUVEC-03_3_I09,3,448,I09,
9555,HUVEC-03,HUVEC-03_3_I10,3,818,I10,
9556,HUVEC-03,HUVEC-03_3_I11,3,888,I11,
9557,HUVEC-03,HUVEC-03_3_I12,3,173,I12,
9558,HUVEC-03,HUVEC-03_3_I13,3,719,I13,
9559,HUVEC-03,HUVEC-03_3_I14,3,401,I14,
9560,HUVEC-03,HUVEC-03_3_I15,3,961,I15,
9561,HUVEC-03,HUVEC-03_3_I16,3,583,I16,
9562,HUVEC-03,HUVEC-03_3_I17,3,1029,I17,
9563,HUVEC-03,HUVEC-03_3_I18,3,170,I18,
9564,HUVEC-03,HUVEC-03_3_I19,3,494,I19,
9565,HUVEC-03,HUVEC-03_3_I20,3,214,I20,
9566,HUVEC-03,HUVEC-03_3_I21,3,255,I21,
9567,HUVEC-03,HUVEC-03_3_I22,3,1087,I22,
9568,HUVEC-03,HUVEC-03_3_I23,3,691,I23,
9569,HUVEC-03,HUVEC-03_3_J02,3,337,J02,
9570,HUVEC-03,HUVEC-03_3_J04,3,901,J04,
9571,HUVEC-03,HUVEC-03_3_J05,3,861,J05,
9572,HUVEC-03,HUVEC-03_3_J06,3,184,J06,
9573,HUVEC-03,HUVEC-03_3_J08,3,180,J08,
9574,HUVEC-03,HUVEC-03_3_J09,3,322,J09,
9575,HUVEC-03,HUVEC-03_3_J10,3,359,J10,
9576,HUVEC-03,HUVEC-03_3_J12,3,32,J12,
9577,HUVEC-03,HUVEC-03_3_J13,3,215,J13,
9578,HUVEC-03,HUVEC-03_3_J14,3,520,J14,
9579,HUVEC-03,HUVEC-03_3_J16,3,990,J16,
9580,HUVEC-03,HUVEC-03_3_J17,3,873,J17,
9581,HUVEC-03,HUVEC-03_3_J18,3,970,J18,
9582,HUVEC-03,HUVEC-03_3_J20,3,335,J20,
9583,HUVEC-03,HUVEC-03_3_J21,3,49,J21,
9584,HUVEC-03,HUVEC-03_3_J23,3,632,J23,
9585,HUVEC-03,HUVEC-03_3_K02,3,86,K02,
9586,HUVEC-03,HUVEC-03_3_K03,3,548,K03,
9587,HUVEC-03,HUVEC-03_3_K04,3,237,K04,
9588,HUVEC-03,HUVEC-03_3_K05,3,114,K05,
9589,HUVEC-03,HUVEC-03_3_K06,3,1079,K06,
9590,HUVEC-03,HUVEC-03_3_K07,3,362,K07,
9591,HUVEC-03,HUVEC-03_3_K08,3,1034,K08,
9592,HUVEC-03,HUVEC-03_3_K09,3,210,K09,
9593,HUVEC-03,HUVEC-03_3_K10,3,377,K10,
9594,HUVEC-03,HUVEC-03_3_K11,3,484,K11,
9595,HUVEC-03,HUVEC-03_3_K12,3,672,K12,
9596,HUVEC-03,HUVEC-03_3_K13,3,595,K13,
9597,HUVEC-03,HUVEC-03_3_K14,3,763,K14,
9598,HUVEC-03,HUVEC-03_3_K15,3,863,K15,
9599,HUVEC-03,HUVEC-03_3_K16,3,338,K16,
9600,HUVEC-03,HUVEC-03_3_K17,3,402,K17,
9601,HUVEC-03,HUVEC-03_3_K18,3,148,K18,
9602,HUVEC-03,HUVEC-03_3_K19,3,1068,K19,
9603,HUVEC-03,HUVEC-03_3_K20,3,940,K20,
9604,HUVEC-03,HUVEC-03_3_K21,3,527,K21,
9605,HUVEC-03,HUVEC-03_3_K22,3,643,K22,
9606,HUVEC-03,HUVEC-03_3_K23,3,916,K23,
9607,HUVEC-03,HUVEC-03_3_L02,3,677,L02,
9608,HUVEC-03,HUVEC-03_3_L03,3,191,L03,
9609,HUVEC-03,HUVEC-03_3_L04,3,625,L04,
9610,HUVEC-03,HUVEC-03_3_L05,3,858,L05,
9611,HUVEC-03,HUVEC-03_3_L06,3,740,L06,
9612,HUVEC-03,HUVEC-03_3_L07,3,666,L07,
9613,HUVEC-03,HUVEC-03_3_L08,3,648,L08,
9614,HUVEC-03,HUVEC-03_3_L09,3,686,L09,
9615,HUVEC-03,HUVEC-03_3_L10,3,679,L10,
9616,HUVEC-03,HUVEC-03_3_L11,3,163,L11,
9617,HUVEC-03,HUVEC-03_3_L12,3,1074,L12,
9618,HUVEC-03,HUVEC-03_3_L13,3,1099,L13,
9619,HUVEC-03,HUVEC-03_3_L14,3,707,L14,
9620,HUVEC-03,HUVEC-03_3_L15,3,51,L15,
9621,HUVEC-03,HUVEC-03_3_L16,3,658,L16,
9622,HUVEC-03,HUVEC-03_3_L17,3,774,L17,
9623,HUVEC-03,HUVEC-03_3_L18,3,190,L18,
9624,HUVEC-03,HUVEC-03_3_L19,3,593,L19,
9625,HUVEC-03,HUVEC-03_3_L20,3,777,L20,
9626,HUVEC-03,HUVEC-03_3_L21,3,90,L21,
9627,HUVEC-03,HUVEC-03_3_L22,3,123,L22,
9628,HUVEC-03,HUVEC-03_3_L23,3,599,L23,
9629,HUVEC-03,HUVEC-03_3_M02,3,808,M02,
9630,HUVEC-03,HUVEC-03_3_M04,3,171,M04,
9631,HUVEC-03,HUVEC-03_3_M05,3,755,M05,
9632,HUVEC-03,HUVEC-03_3_M06,3,121,M06,
9633,HUVEC-03,HUVEC-03_3_M08,3,387,M08,
9634,HUVEC-03,HUVEC-03_3_M09,3,816,M09,
9635,HUVEC-03,HUVEC-03_3_M10,3,380,M10,
9636,HUVEC-03,HUVEC-03_3_M12,3,435,M12,
9637,HUVEC-03,HUVEC-03_3_M13,3,943,M13,
9638,HUVEC-03,HUVEC-03_3_M14,3,768,M14,
9639,HUVEC-03,HUVEC-03_3_M16,3,586,M16,
9640,HUVEC-03,HUVEC-03_3_M17,3,1000,M17,
9641,HUVEC-03,HUVEC-03_3_M18,3,267,M18,
9642,HUVEC-03,HUVEC-03_3_M20,3,444,M20,
9643,HUVEC-03,HUVEC-03_3_M21,3,145,M21,
9644,HUVEC-03,HUVEC-03_3_M23,3,636,M23,
9645,HUVEC-03,HUVEC-03_3_N02,3,76,N02,
9646,HUVEC-03,HUVEC-03_3_N03,3,504,N03,
9647,HUVEC-03,HUVEC-03_3_N04,3,933,N04,
9648,HUVEC-03,HUVEC-03_3_N05,3,510,N05,
9649,HUVEC-03,HUVEC-03_3_N06,3,947,N06,
9650,HUVEC-03,HUVEC-03_3_N07,3,545,N07,
9651,HUVEC-03,HUVEC-03_3_N08,3,490,N08,
9652,HUVEC-03,HUVEC-03_3_N09,3,134,N09,
9653,HUVEC-03,HUVEC-03_3_N10,3,167,N10,
9654,HUVEC-03,HUVEC-03_3_N11,3,748,N11,
9655,HUVEC-03,HUVEC-03_3_N12,3,151,N12,
9656,HUVEC-03,HUVEC-03_3_N13,3,963,N13,
9657,HUVEC-03,HUVEC-03_3_N14,3,807,N14,
9658,HUVEC-03,HUVEC-03_3_N15,3,926,N15,
9659,HUVEC-03,HUVEC-03_3_N16,3,617,N16,
9660,HUVEC-03,HUVEC-03_3_N17,3,142,N17,
9661,HUVEC-03,HUVEC-03_3_N18,3,895,N18,
9662,HUVEC-03,HUVEC-03_3_N19,3,34,N19,
9663,HUVEC-03,HUVEC-03_3_N20,3,453,N20,
9664,HUVEC-03,HUVEC-03_3_N21,3,29,N21,
9665,HUVEC-03,HUVEC-03_3_N22,3,369,N22,
9666,HUVEC-03,HUVEC-03_3_N23,3,649,N23,
9667,HUVEC-03,HUVEC-03_3_O02,3,422,O02,
9668,HUVEC-03,HUVEC-03_3_O03,3,1018,O03,
9669,HUVEC-03,HUVEC-03_3_O04,3,127,O04,
9670,HUVEC-03,HUVEC-03_3_O05,3,1051,O05,
9671,HUVEC-03,HUVEC-03_3_O06,3,278,O06,
9672,HUVEC-03,HUVEC-03_3_O07,3,652,O07,
9673,HUVEC-03,HUVEC-03_3_O08,3,229,O08,
9674,HUVEC-03,HUVEC-03_3_O09,3,512,O09,
9675,HUVEC-03,HUVEC-03_3_O10,3,1085,O10,
9676,HUVEC-03,HUVEC-03_3_O11,3,795,O11,
9677,HUVEC-03,HUVEC-03_3_O12,3,633,O12,
9678,HUVEC-03,HUVEC-03_3_O13,3,438,O13,
9679,HUVEC-03,HUVEC-03_3_O14,3,396,O14,
9680,HUVEC-03,HUVEC-03_3_O15,3,802,O15,
9681,HUVEC-03,HUVEC-03_3_O16,3,382,O16,
9682,HUVEC-03,HUVEC-03_3_O17,3,4,O17,
9683,HUVEC-03,HUVEC-03_3_O18,3,311,O18,
9684,HUVEC-03,HUVEC-03_3_O19,3,443,O19,
9685,HUVEC-03,HUVEC-03_3_O20,3,1053,O20,
9686,HUVEC-03,HUVEC-03_3_O21,3,307,O21,
9687,HUVEC-03,HUVEC-03_3_O22,3,198,O22,
9688,HUVEC-03,HUVEC-03_3_O23,3,246,O23,
9689,HUVEC-03,HUVEC-03_4_B03,4,286,B03,
9690,HUVEC-03,HUVEC-03_4_B04,4,240,B04,
9691,HUVEC-03,HUVEC-03_4_B05,4,318,B05,
9692,HUVEC-03,HUVEC-03_4_B06,4,187,B06,
9693,HUVEC-03,HUVEC-03_4_B07,4,288,B07,
9694,HUVEC-03,HUVEC-03_4_B08,4,1103,B08,
9695,HUVEC-03,HUVEC-03_4_B09,4,202,B09,
9696,HUVEC-03,HUVEC-03_4_B10,4,998,B10,
9697,HUVEC-03,HUVEC-03_4_B11,4,587,B11,
9698,HUVEC-03,HUVEC-03_4_B12,4,344,B12,
9699,HUVEC-03,HUVEC-03_4_B13,4,427,B13,
9700,HUVEC-03,HUVEC-03_4_B14,4,430,B14,
9701,HUVEC-03,HUVEC-03_4_B15,4,208,B15,
9702,HUVEC-03,HUVEC-03_4_B16,4,104,B16,
9703,HUVEC-03,HUVEC-03_4_B17,4,843,B17,
9704,HUVEC-03,HUVEC-03_4_B18,4,855,B18,
9705,HUVEC-03,HUVEC-03_4_B19,4,297,B19,
9706,HUVEC-03,HUVEC-03_4_B20,4,1107,B20,
9707,HUVEC-03,HUVEC-03_4_B21,4,356,B21,
9708,HUVEC-03,HUVEC-03_4_B22,4,358,B22,
9709,HUVEC-03,HUVEC-03_4_B23,4,560,B23,
9710,HUVEC-03,HUVEC-03_4_C02,4,13,C02,
9711,HUVEC-03,HUVEC-03_4_C04,4,247,C04,
9712,HUVEC-03,HUVEC-03_4_C05,4,592,C05,
9713,HUVEC-03,HUVEC-03_4_C06,4,106,C06,
9714,HUVEC-03,HUVEC-03_4_C08,4,822,C08,
9715,HUVEC-03,HUVEC-03_4_C09,4,223,C09,
9716,HUVEC-03,HUVEC-03_4_C10,4,150,C10,
9717,HUVEC-03,HUVEC-03_4_C12,4,756,C12,
9718,HUVEC-03,HUVEC-03_4_C13,4,1075,C13,
9719,HUVEC-03,HUVEC-03_4_C14,4,204,C14,
9720,HUVEC-03,HUVEC-03_4_C16,4,116,C16,
9721,HUVEC-03,HUVEC-03_4_C17,4,488,C17,
9722,HUVEC-03,HUVEC-03_4_C18,4,930,C18,
9723,HUVEC-03,HUVEC-03_4_C20,4,574,C20,
9724,HUVEC-03,HUVEC-03_4_C21,4,227,C21,
9725,HUVEC-03,HUVEC-03_4_C23,4,292,C23,
9726,HUVEC-03,HUVEC-03_4_D02,4,610,D02,
9727,HUVEC-03,HUVEC-03_4_D03,4,528,D03,
9728,HUVEC-03,HUVEC-03_4_D04,4,799,D04,
9729,HUVEC-03,HUVEC-03_4_D05,4,812,D05,
9730,HUVEC-03,HUVEC-03_4_D06,4,367,D06,
9731,HUVEC-03,HUVEC-03_4_D07,4,688,D07,
9732,HUVEC-03,HUVEC-03_4_D08,4,712,D08,
9733,HUVEC-03,HUVEC-03_4_D09,4,568,D09,
9734,HUVEC-03,HUVEC-03_4_D10,4,316,D10,
9735,HUVEC-03,HUVEC-03_4_D11,4,1061,D11,
9736,HUVEC-03,HUVEC-03_4_D12,4,1045,D12,
9737,HUVEC-03,HUVEC-03_4_D13,4,1038,D13,
9738,HUVEC-03,HUVEC-03_4_D14,4,836,D14,
9739,HUVEC-03,HUVEC-03_4_D15,4,1001,D15,
9740,HUVEC-03,HUVEC-03_4_D16,4,406,D16,
9741,HUVEC-03,HUVEC-03_4_D17,4,426,D17,
9742,HUVEC-03,HUVEC-03_4_D18,4,200,D18,
9743,HUVEC-03,HUVEC-03_4_D19,4,862,D19,
9744,HUVEC-03,HUVEC-03_4_D20,4,58,D20,
9745,HUVEC-03,HUVEC-03_4_D21,4,1073,D21,
9746,HUVEC-03,HUVEC-03_4_D22,4,67,D22,
9747,HUVEC-03,HUVEC-03_4_D23,4,814,D23,
9748,HUVEC-03,HUVEC-03_4_E02,4,493,E02,
9749,HUVEC-03,HUVEC-03_4_E03,4,792,E03,
9750,HUVEC-03,HUVEC-03_4_E04,4,880,E04,
9751,HUVEC-03,HUVEC-03_4_E05,4,573,E05,
9752,HUVEC-03,HUVEC-03_4_E06,4,602,E06,
9753,HUVEC-03,HUVEC-03_4_E07,4,241,E07,
9754,HUVEC-03,HUVEC-03_4_E08,4,785,E08,
9755,HUVEC-03,HUVEC-03_4_E09,4,526,E09,
9756,HUVEC-03,HUVEC-03_4_E10,4,634,E10,
9757,HUVEC-03,HUVEC-03_4_E11,4,331,E11,
9758,HUVEC-03,HUVEC-03_4_E12,4,69,E12,
9759,HUVEC-03,HUVEC-03_4_E13,4,854,E13,
9760,HUVEC-03,HUVEC-03_4_E14,4,374,E14,
9761,HUVEC-03,HUVEC-03_4_E15,4,621,E15,
9762,HUVEC-03,HUVEC-03_4_E16,4,693,E16,
9763,HUVEC-03,HUVEC-03_4_E17,4,630,E17,
9764,HUVEC-03,HUVEC-03_4_E18,4,645,E18,
9765,HUVEC-03,HUVEC-03_4_E19,4,979,E19,
9766,HUVEC-03,HUVEC-03_4_E20,4,476,E20,
9767,HUVEC-03,HUVEC-03_4_E21,4,154,E21,
9768,HUVEC-03,HUVEC-03_4_E22,4,455,E22,
9769,HUVEC-03,HUVEC-03_4_E23,4,1036,E23,
9770,HUVEC-03,HUVEC-03_4_F02,4,823,F02,
9771,HUVEC-03,HUVEC-03_4_F04,4,156,F04,
9772,HUVEC-03,HUVEC-03_4_F05,4,841,F05,
9773,HUVEC-03,HUVEC-03_4_F06,4,771,F06,
9774,HUVEC-03,HUVEC-03_4_F08,4,698,F08,
9775,HUVEC-03,HUVEC-03_4_F09,4,298,F09,
9776,HUVEC-03,HUVEC-03_4_F10,4,332,F10,
9777,HUVEC-03,HUVEC-03_4_F12,4,904,F12,
9778,HUVEC-03,HUVEC-03_4_F13,4,1055,F13,
9779,HUVEC-03,HUVEC-03_4_F14,4,36,F14,
9780,HUVEC-03,HUVEC-03_4_F16,4,230,F16,
9781,HUVEC-03,HUVEC-03_4_F17,4,680,F17,
9782,HUVEC-03,HUVEC-03_4_F18,4,835,F18,
9783,HUVEC-03,HUVEC-03_4_F20,4,684,F20,
9784,HUVEC-03,HUVEC-03_4_F21,4,71,F21,
9785,HUVEC-03,HUVEC-03_4_F23,4,419,F23,
9786,HUVEC-03,HUVEC-03_4_G02,4,193,G02,
9787,HUVEC-03,HUVEC-03_4_G03,4,1022,G03,
9788,HUVEC-03,HUVEC-03_4_G04,4,635,G04,
9789,HUVEC-03,HUVEC-03_4_G05,4,524,G05,
9790,HUVEC-03,HUVEC-03_4_G06,4,958,G06,
9791,HUVEC-03,HUVEC-03_4_G07,4,280,G07,
9792,HUVEC-03,HUVEC-03_4_G08,4,199,G08,
9793,HUVEC-03,HUVEC-03_4_G09,4,609,G09,
9794,HUVEC-03,HUVEC-03_4_G10,4,985,G10,
9795,HUVEC-03,HUVEC-03_4_G11,4,591,G11,
9796,HUVEC-03,HUVEC-03_4_G12,4,440,G12,
9797,HUVEC-03,HUVEC-03_4_G13,4,973,G13,
9798,HUVEC-03,HUVEC-03_4_G14,4,451,G14,
9799,HUVEC-03,HUVEC-03_4_G15,4,386,G15,
9800,HUVEC-03,HUVEC-03_4_G16,4,746,G16,
9801,HUVEC-03,HUVEC-03_4_G17,4,924,G17,
9802,HUVEC-03,HUVEC-03_4_G18,4,161,G18,
9803,HUVEC-03,HUVEC-03_4_G19,4,235,G19,
9804,HUVEC-03,HUVEC-03_4_G20,4,141,G20,
9805,HUVEC-03,HUVEC-03_4_G21,4,1011,G21,
9806,HUVEC-03,HUVEC-03_4_G22,4,85,G22,
9807,HUVEC-03,HUVEC-03_4_G23,4,139,G23,
9808,HUVEC-03,HUVEC-03_4_H02,4,143,H02,
9809,HUVEC-03,HUVEC-03_4_H04,4,474,H04,
9810,HUVEC-03,HUVEC-03_4_H05,4,249,H05,
9811,HUVEC-03,HUVEC-03_4_H06,4,306,H06,
9812,HUVEC-03,HUVEC-03_4_H08,4,663,H08,
9813,HUVEC-03,HUVEC-03_4_H09,4,1021,H09,
9814,HUVEC-03,HUVEC-03_4_H10,4,1054,H10,
9815,HUVEC-03,HUVEC-03_4_H12,4,107,H12,
9816,HUVEC-03,HUVEC-03_4_H13,4,641,H13,
9817,HUVEC-03,HUVEC-03_4_H14,4,741,H14,
9818,HUVEC-03,HUVEC-03_4_H16,4,209,H16,
9819,HUVEC-03,HUVEC-03_4_H17,4,850,H17,
9820,HUVEC-03,HUVEC-03_4_H18,4,23,H18,
9821,HUVEC-03,HUVEC-03_4_H20,4,522,H20,
9822,HUVEC-03,HUVEC-03_4_H21,4,1082,H21,
9823,HUVEC-03,HUVEC-03_4_H23,4,925,H23,
9824,HUVEC-03,HUVEC-03_4_I02,4,628,I02,
9825,HUVEC-03,HUVEC-03_4_I03,4,509,I03,
9826,HUVEC-03,HUVEC-03_4_I04,4,1050,I04,
9827,HUVEC-03,HUVEC-03_4_I05,4,403,I05,
9828,HUVEC-03,HUVEC-03_4_I06,4,519,I06,
9829,HUVEC-03,HUVEC-03_4_I07,4,675,I07,
9830,HUVEC-03,HUVEC-03_4_I08,4,470,I08,
9831,HUVEC-03,HUVEC-03_4_I09,4,418,I09,
9832,HUVEC-03,HUVEC-03_4_I10,4,518,I10,
9833,HUVEC-03,HUVEC-03_4_I11,4,270,I11,
9834,HUVEC-03,HUVEC-03_4_I12,4,725,I12,
9835,HUVEC-03,HUVEC-03_4_I13,4,872,I13,
9836,HUVEC-03,HUVEC-03_4_I14,4,45,I14,
9837,HUVEC-03,HUVEC-03_4_I15,4,458,I15,
9838,HUVEC-03,HUVEC-03_4_I16,4,949,I16,
9839,HUVEC-03,HUVEC-03_4_I17,4,575,I17,
9840,HUVEC-03,HUVEC-03_4_I18,4,37,I18,
9841,HUVEC-03,HUVEC-03_4_I19,4,30,I19,
9842,HUVEC-03,HUVEC-03_4_I20,4,73,I20,
9843,HUVEC-03,HUVEC-03_4_I21,4,1072,I21,
9844,HUVEC-03,HUVEC-03_4_I22,4,619,I22,
9845,HUVEC-03,HUVEC-03_4_I23,4,1005,I23,
9846,HUVEC-03,HUVEC-03_4_J02,4,260,J02,
9847,HUVEC-03,HUVEC-03_4_J04,4,656,J04,
9848,HUVEC-03,HUVEC-03_4_J05,4,110,J05,
9849,HUVEC-03,HUVEC-03_4_J06,4,1094,J06,
9850,HUVEC-03,HUVEC-03_4_J08,4,720,J08,
9851,HUVEC-03,HUVEC-03_4_J09,4,496,J09,
9852,HUVEC-03,HUVEC-03_4_J10,4,137,J10,
9853,HUVEC-03,HUVEC-03_4_J12,4,498,J12,
9854,HUVEC-03,HUVEC-03_4_J13,4,1097,J13,
9855,HUVEC-03,HUVEC-03_4_J14,4,179,J14,
9856,HUVEC-03,HUVEC-03_4_J16,4,201,J16,
9857,HUVEC-03,HUVEC-03_4_J17,4,594,J17,
9858,HUVEC-03,HUVEC-03_4_J18,4,737,J18,
9859,HUVEC-03,HUVEC-03_4_J20,4,612,J20,
9860,HUVEC-03,HUVEC-03_4_J21,4,97,J21,
9861,HUVEC-03,HUVEC-03_4_J23,4,205,J23,
9862,HUVEC-03,HUVEC-03_4_K02,4,596,K02,
9863,HUVEC-03,HUVEC-03_4_K03,4,728,K03,
9864,HUVEC-03,HUVEC-03_4_K04,4,264,K04,
9865,HUVEC-03,HUVEC-03_4_K05,4,892,K05,
9866,HUVEC-03,HUVEC-03_4_K06,4,54,K06,
9867,HUVEC-03,HUVEC-03_4_K07,4,17,K07,
9868,HUVEC-03,HUVEC-03_4_K08,4,832,K08,
9869,HUVEC-03,HUVEC-03_4_K09,4,702,K09,
9870,HUVEC-03,HUVEC-03_4_K10,4,343,K10,
9871,HUVEC-03,HUVEC-03_4_K11,4,638,K11,
9872,HUVEC-03,HUVEC-03_4_K12,4,275,K12,
9873,HUVEC-03,HUVEC-03_4_K13,4,885,K13,
9874,HUVEC-03,HUVEC-03_4_K14,4,128,K14,
9875,HUVEC-03,HUVEC-03_4_K15,4,226,K15,
9876,HUVEC-03,HUVEC-03_4_K16,4,911,K16,
9877,HUVEC-03,HUVEC-03_4_K17,4,899,K17,
9878,HUVEC-03,HUVEC-03_4_K18,4,794,K18,
9879,HUVEC-03,HUVEC-03_4_K19,4,354,K19,
9880,HUVEC-03,HUVEC-03_4_K20,4,928,K20,
9881,HUVEC-03,HUVEC-03_4_K21,4,1026,K21,
9882,HUVEC-03,HUVEC-03_4_K22,4,14,K22,
9883,HUVEC-03,HUVEC-03_4_K23,4,954,K23,
9884,HUVEC-03,HUVEC-03_4_L02,4,980,L02,
9885,HUVEC-03,HUVEC-03_4_L03,4,976,L03,
9886,HUVEC-03,HUVEC-03_4_L04,4,696,L04,
9887,HUVEC-03,HUVEC-03_4_L05,4,370,L05,
9888,HUVEC-03,HUVEC-03_4_L06,4,839,L06,
9889,HUVEC-03,HUVEC-03_4_L07,4,18,L07,
9890,HUVEC-03,HUVEC-03_4_L08,4,531,L08,
9891,HUVEC-03,HUVEC-03_4_L09,4,772,L09,
9892,HUVEC-03,HUVEC-03_4_L10,4,378,L10,
9893,HUVEC-03,HUVEC-03_4_L11,4,931,L11,
9894,HUVEC-03,HUVEC-03_4_L12,4,1037,L12,
9895,HUVEC-03,HUVEC-03_4_L13,4,773,L13,
9896,HUVEC-03,HUVEC-03_4_L14,4,1081,L14,
9897,HUVEC-03,HUVEC-03_4_L15,4,1095,L15,
9898,HUVEC-03,HUVEC-03_4_L16,4,1069,L16,
9899,HUVEC-03,HUVEC-03_4_L17,4,12,L17,
9900,HUVEC-03,HUVEC-03_4_L18,4,1048,L18,
9901,HUVEC-03,HUVEC-03_4_L19,4,323,L19,
9902,HUVEC-03,HUVEC-03_4_L20,4,152,L20,
9903,HUVEC-03,HUVEC-03_4_L21,4,261,L21,
9904,HUVEC-03,HUVEC-03_4_L22,4,758,L22,
9905,HUVEC-03,HUVEC-03_4_L23,4,213,L23,
9906,HUVEC-03,HUVEC-03_4_M02,4,416,M02,
9907,HUVEC-03,HUVEC-03_4_M04,4,294,M04,
9908,HUVEC-03,HUVEC-03_4_M05,4,833,M05,
9909,HUVEC-03,HUVEC-03_4_M06,4,631,M06,
9910,HUVEC-03,HUVEC-03_4_M08,4,441,M08,
9911,HUVEC-03,HUVEC-03_4_M09,4,824,M09,
9912,HUVEC-03,HUVEC-03_4_M10,4,231,M10,
9913,HUVEC-03,HUVEC-03_4_M12,4,433,M12,
