id,attribute_ids,fold
28adb21824f16e90,147 813 822 1057,8
28adc7090e7a2939,51 339 612 695,9
28ae4edb5c051056,147 671 716 780,8
28b02b168382b8db,79 776 830 1046,4
28b05f6c2273a0fd,33 962,7
28b0681600339474,51 508 879,0
28b0e7299330142a,194 1034,2
28b13aadf21973fb,1098,4
28b14b4205c5521e,188 477 682 813,4
28b1b8187ae1305e,189 1034,1
28b349cd2bb3a9c2,360 974,2
28b3cc4ced6d6fb6,147 650 813 1092,1
28b465180d1377bd,60 600 637,1
28b4663bfe031dee,121 1039,2
28b4f4314af56909,135 671 1059 369,5
28b526ab78d7468a,194 1059,0
28b5db566ea7685e,13 480 549 734 813,1
28b609b5f9dae6fb,94 606,4
28b8e7db99f960b5,45 465,2
28b9459070ac0865,188 518,9
28ba9d4a2aaf9d2b,147 671 780 1034,1
28bcd35640836d3a,321 335 780,6
28be51247f4aa5cf,835,4
28be628918e3798a,189 1035,1
28bf3a240532257c,182 922,6
28bf8837242c7638,477,7
28c10bbbc0293a6,156 477 485 671,9
28c15bc10ba09b3e,111 813 835 1059 1092,8
28c23ce061ee5f07,51 671 733 813,1
28c25f183696f742,121 1059,9
28c29aa339d4d081,13 552,4
28c29e7e1979c695,156 418 474,5
28c2f6847219b201,194 668 844,7
28c359ee34acdb73,189 430 434 738,8
28c4385db2a5c727,119 1039,3
28c4b608a2ae6492,79 671,3
28c4f50b6e6b4489,615 813 896,3
28c5db634eff16ff,359 420 704 737 1046,8
28c655837d8bea5d,121 653 1059,7
28c6beb5eb5ed657,194 538 833,9
28c6dfe321eda793,121 724 813,9
28c835440ea99b93,189 813,3
28c9b27dc5208b1d,147 554 813 896,6
28cb58ea0dda46ac,194 404 744,0
28cbaa55c51f6c2b,813 896,6
28cc8da9b076ed56,239 754 993,4
28cd1090f0e5f59b,194 489,8
28cd80229c4b8b97,668 1059,2
28cdb6dea82cbc25,175 749,0
28cdd8a3a9dbd97d,121 432 724,9
28cdf0b88b6c52fd,13 696 744 903,1
28ce1639cfce1697,189 462 483 993,7
28ce70fad2db33fd,189 836 1078,2
28ce94632c37c856,259 418 455 541 542,1
28ceac6427858b5a,13 405 896 1092,7
28cf425640ba111,121 962,8
28cf708c78ee0bac,188 420 477 612,2
28d03eee450f3a20,121 1059,2
28d0824112c42cb2,191 738,0
28d094e93f049fc6,194 744 975 1039 1092 1093,3
28d2c9a9713340fb,51 747 809 813 1012 1092,0
28d60d2d1905aee6,147 671 1059,7
28d612a86bf01b9e,813 896,8
28d71d2991ad4641,189 485 607 780,7
28d74de08b582dd7,79 671 780 1059,4
28d83e72170b928,147 480 483 545,8
28dca9d9db013287,321 335 597 671,1
28dcb8b58c465315,147 342 612 776,5
28dd16e8faef4d72,232 1032,4
28dec778f4286be7,545 924,2
28dee35447eea638,780 1034 369,4
28df0f36becc7732,143 489 975 369,0
28df5e67066596d0,188 1034,0
28df6717e9aee60c,188 434,7
28dfbdfed36a85c7,400,3
28dfdcb0d6fa24c0,147 450 763,9
28e03a62b05d95b9,13 405 896 1092,5
28e063b00a3e21ca,156 273 465 554,5
28e1113a73b49ceb,51 212 624 1059,0
28e3eb3674bdd4c3,813 896,8
28e60b33794200f1,40 147 671 780,1
28e69917998fac57,99 774,9
28e6a5df5e33473e,147 283 490,6
28e726a694615934,194 404,9
28e80c786e8c30ea,70 468 616 1092,6
28e8f317fd89d714,194 789,0
28e92d8f301fc684,24 738 872,9
28e960a85be9d1a8,13 405 896 1092,3
28ea04b58bd874b6,147 477 532 639 671 950,2
28eb0d5318f6a716,45 584,3
28ebe799271393ba,304 609,1
28ecdc47b1ae3c64,147 283 420 477 738 833 1059,7
28edabe0705f909a,147 283 560,3
28ee021f02bb1ca2,121 420 1059,5
28ee7d7e5f34d945,189 252 418,9
28ef55525f9b7eb9,111 477 519 671 744 950,4
28effde489b64767,99 304 758,2
28f0be46dc9c8437,194 671 762,7
28f13937b9218c91,465 746 369,0
28f14a0f3b81cc0d,189 671 1034,7
28f1a970108d4d1b,189 485 671,7
28f2858bc1bf0e0a,79 737 1046 1062,4
28f4500fb8cf0da4,121 650 1059,1
28f492824bdd9115,13 682 698,4
28f4d3963da01892,51 212 515,6
28f4f03f05dc12de,51 1022,2
28f4f4f881bbd579,125 586,8
28f6f0b85dbf71d8,127 567 671,2
28f7346ed2a5232b,745 1019 369,2
28f89bec557e10ad,492 629 734 896,1
28f8cdedc0e041b8,993,4
28f98a0e05c4f728,147 538 764 1092,9
28fb05a18d3a11cb,121 735 748 961,6
28fb0be5c4f41b61,559 871 1036,8
28fb4c88c0db77e3,121 420,5
28fbad540358c1f,304 744 974 1099,0
28fc581857f4955d,13 501,3
28fc7b5ba7547309,738 866,7
28fcafa5756e4dbf,13 405 896 1092,7
28fcc422509c18bd,121 1084,2
28fe00b2f25a8151,189 744 813 903,8
28fe62f6e73868ed,13 555,3
28fe851ca28370bf,335 418 579 753 1072,5
28ff62ae34f8aec9,1034 369,4
290076833f45b2a1,189 485,0
29015e0370ce7d23,304 534 734 813,5
2901786d1f03ae23,188 464 507,4
2901ccfa7e7a16ee,79 498,8
2902097030f9da16,99 819,7
29028563ee58d19c,147 1046,0
2904a69229e57740,239 738 833,3
290529041b85a38e,125 565 800,5
29053399073b5d66,51 510 776,3
290546d524fed4ef,45 718 813 903,0
29058ceb47b453f,189 671 978,4
2906f957d4fd151b,15 111 1059,4
29070cf98f0bbe5e,125 618 634,6
29073be404adc4cb,29 383 477 584 671,1
2907caf5c3d25c61,147 283 515 746,9
2907fa508e849a4b,1092,0
2908259678b4d179,13 405 896 1092,6
290888a22564c8d,961 1092,2
29097da1b9341c02,239 738,7
290b4ac21216fe98,147 283 451 492 671,1
290b54873cb69787,127 552 768,1
290be82f01817fcd,189 521 598 638 682 1046,7
290bfd8343ffffc9,79 487,4
290c1eb734c1d4e3,188 558 1099,5
290c69ed94be4413,149 378 506 671 768,3
290cb16c98b147ad,348 532 709,2
290d4e6c1ef95319,189 596,8
290d8298c9c6a78,15 111 1030,9
290e30d09f49b869,147 538 672,7
290f0492358c5c5,25 161 584 835,6
2910e7f702baafeb,896 1092,0
29118da2b20f4c1c,182 634,1
29119cf00ee7b311,121 433 724,2
2911a783c282b869,13 552,1
291228afe07299a4,434 744 369,6
2912387d66cf43f,14 671 1059,3
2912de98df2304f6,156 655 672 813 971 1092,0
29134b8d1a4434bc,157 1059,5
29134bbebc0e8912,13 405 896 1092,8
291387a25ae09211,194 538 1092,6
291494a0b5d1a7b7,51 813 832 833 1092,0
29150dbb62cee3e1,147 592 813 834 1092,4
291527878c6cdf49,13 405 896 1092,8
29168deae6d59f5,147 744 813 835 1092,5
2916dca627e6f949,147 1034,8
291784197ef7adee,194 1059,9
2917dde529c07fe9,189 418 553,6
29187093e71ac18d,51 858,8
291872533763e57,51 744,8
29193f15458ded9,188 489,2
2919add24b285d46,232 738,1
291a9b1cb1f1ff22,51 496,3
291a9cbd858a5896,303 304 465 744,9
291b5d57cd9cc4d,304 487,5
291b6c030ac59375,121 684,9
291b921e18c64815,161 718 813,8
291beed34f4c5428,189 718 721 744 903,3
291c04dc31e10dc8,79 413,4
291c567d6bef9c6c,121 434 724 735,5
291cd5662230d5ed,1059,3
291ce569b572e6de,121 813 896,8
291e3443cb4ecccc,231 698 835 1092,6
291f05ad2dd475d4,29 477 1084,1
291f9ffe01278249,420 672 800 835,8
291fc2cdf2e1938f,51 477 780 907,7
292180fd27337777,676,9
29224a39ef27bbfa,335 1034,3
29224ffc82588d7c,304 633 774,7
29230304b20ceab,147 480 494 501,1
29245614ab38c046,147 532,6
292461a59098665f,259 430 931 1032,1
29246fba2ccec47e,194 1039,8
2924cb9c49538572,121 962,7
2924db23adbcba0c,282 489,2
2924e58413d57e98,79 477 671,9
29265119ab54e510,236 1039,8
29268f17e4fba83d,896 1092,0
2927f556982f0c52,182 447 498,5
292834050256290b,13 1046,9
2928cb12874bcf6e,13 813 896,7
2929882d85354103,50 51 628,0
292a0bceb66de441,147 196 420 477 813 835 1092,8
292bd2b1a69f6bcb,79 487 598 813,3
292c08d9a40e873f,61 161 331 487,9
292c9d8bf4a1aaee,147 322 489 864,1
292cf52b52f5bf34,147 597,2
292d31b84eade9bb,485 780 813,8
292e19d5918af457,79 704,5
292e7e72ad5cde8e,161 204 1061,4
292ecdbb48269ebb,147 671 780 1034,8
292f304be7ba18d9,13 903 989 1092,1
292f38cc83f81d0f,79 477 671 780,6
2930d9e7456fe096,134 501 776 1030 369,0
2932fa3f99cdacd1,147 756 784 952,2
2933939010b9edb9,354 489,7
2933e5e30ac17308,13 405 896 1092,2
2934511640b13efe,99 819,6
293459cc2e9ee8f7,13 552,9
29348fc2c2774c60,45 975,8
29358a643b007d89,51 833,7
2936074f6acdf0ef,51 586,8
2936ac3380a4020c,79 477 612,4
2936de3509cbd8f,304 487,2
29372d16468a8aa5,147 1062,7
2937650cf47a3155,489 369,8
2937d7fc745c405f,147 553 671,9
2938014b9cebb2b4,718 369,1
29395d597e745247,180 534 734 813,5
2939e70283efad81,188 428 558,9
293a04eac481e1b3,79 464,4
293a55f1e69b51d7,13 879,4
293a858ea0ac5633,147 552,8
293a954e1bb804f2,188 428 597,3
293a9e7a5d58274d,189 592 663,7
293b92b96b1c6a5b,418 541 542,9
293ba231eeb1b369,180 650 718 813,8
293c69b74238e955,99 161 438,3
293c7a21069b35b2,194 1059,9
293c874cd62e236f,13 501 619 924 1046,2
293d96b48421b73b,156 554 612,9
293ee5bb97a2dc9b,189 492 701 953 1046 1092,9
293f013093db26af,737,8
29404845b1a516e9,308 671 780 1034,0
2940de7f402fb5b9,156 436,5
2941ab61ed6b99b9,121 433,7
2941f6b487645eb3,79 624 813 1024 1092,5
29425b8280d2372c,147 800,2
294275d8f939904c,111 1059,7
2942e6f5b66316cf,194 612 671 780,9
29436caf28a6a221,194 420 738 776 830 1046,2
29443915ba07d596,189 596,5
29444f14ab20366a,156 552 639 746,1
2944dfc1fed8d9e7,51 508 813 887 1092,3
29455ae4702422d3,189 252 1092,8
2945675498673bf7,111 573 701 813 1046 1092,4
29458470051e2429,147 671,9
2945a9e2e039d842,99 732 1062,9
2945eb76e838f5e,194 791 813 823,9
29460e8e114f21bd,147 501 548 553 1046,8
2946a79dfe72e598,188 922,2
29477ab04b56274d,161 800 961,4
2948bf89a47076a5,194 1062,8
29490a3f23810db0,194 1092,1
294a1244433e5e9e,188 428 734 813 890,4
294af3ed80683d7,121 961 1092,0
294b61b77de31fcf,111 758 1092,6
294c1ff9a45ce01c,121 724,3
294cc928775d2ad9,147 664 813 836 983 1092,5
294cc9678fe3f42d,79 718,0
294d182ca9d3d862,147 554 580 616 961 1025,2
294e46b5b299a0b7,111 520 744 835,4
294e7cd769ed8f26,459 663 1046,3
294e908c77e739b4,13 682 698,1
294f795314251bbc,133 189 796,4
294fe252cb548e8c,147 532 781 1018,1
29506edd335e5518,13 480,2
2950ace22c5aeba1,79 1059,3
29518b2a47609244,194 1092,2
295247d00e54d30e,147 716 813 903,8
29533ba961e87800,189 633,9
2953557db9ddb5d5,111 744 813 896,5
2953f138d8f13efd,189 418 434 579,8
29543797697f3670,78 1034,1
295447a3be3ecc5e,684,4
2955e1391b06fc39,147 626,1
29560da260598fa1,189 420,2
29565e5106579a71,545 579,2
29590cf808fa0b09,147 477 780 858,1
295934bf528ec921,51 517 559,3
295a460d8062e6d9,147 501 580 806,3
295b12fb74082ed3,111 477 671 780 950,0
295be9cd30dcd4ab,13 405 896 1092,9
295c1b290af696c0,51 907,8
295c330184538e06,1 962,9
295d0d87be9702c3,51 212 508 1080 1092,5
295d1e64eb1e171c,189 742 936,6
295db87791cf5449,121 1039,8
295e15fcc5b8b16b,189 252 701,0
295e7ebf57413892,99 835 962,3
295ef604d2a6b4da,189 1020 1092,1
295f0eae2ec6f830,147 616 813 1071 1092,8
29631d315321708c,194 453 568 629 813 1092,1
29632e291e7b10d5,127 1039,9
296389d793e682fc,121 683 703 1059,0
2964efeff9e23872,259 824 849 972,0
2965566bb55265fa,51 584 858,0
29658c861064b4fb,188 428 597,1
2967c1110bb5ac54,335 532,8
2967f693b1c9ad88,493 369,0
2968890b0816edf1,51 76 784 813 1062 1092,1
296967841b5bf228,99 1059,1
296abbe1cc524046,147 813,3
296af8a86f0f65b,79 912,7
296bea15ebecbe71,231 579 598 600 1092,5
296c6f7316a511dc,194 568 592 738 1046,2
296cb17605a97bc6,70 541 581 941 1072,4
296cc408bc0702a5,13 552 671 780,3
296d1354a69ed059,147 283 813 896,2
296d927295c0d855,189 813,7
296e9bdaeb0cdac2,13 813 896,4
296ec0c75aeffd3a,79 1062,3
296ef538ced417c1,147 663,7
296f10d63750328b,188 489 835,7
296f47f60c5ad168,121 962,6
296fbc1a98beea4e,335 835 1059,6
29711e985b9af9aa,189 436,8
2971ba5af4d2bdad,147 322 671 780 1059,0
2972640e9190d558,563 1061 369,9
2973396acbe4a5f0,51 813 952 1009,8
2973ad16c913fcae,131 671 768,6
2974cc424bbb452f,189 671 768 780,0
2974f6e711368f49,147 813 833 835,0
297567bc9c30cb50,127 1020,6
2975cc23c8e0631b,335 450,8
2975d6d229b69412,79 532 1099,9
2976d1d4d237855f,477 833 369,8
29775a42764cc5c8,25 161 444 534 722 751 974,9
29777247d47e9612,156 485 1007,2
29799af018032fac,194 716 813 1020 1059,7
2979e9d8cc3ec309,189 784,4
297a9a6723cec3b6,70 538 733 813 1092,1
297c008261a0d4e5,189 733 813 993 994 1092,1
297c12286c535170,161 529 813,9
297c3741ef3f0282,189 534 734 813 833,5
297c700c132cdf9a,489,8
297cad6d3316f384,17 131 477 768,5
297dc5a5df3987ee,13 616 813,7
297e0996b40aec00,335 515,8
297f474580f8c5a1,156 571 671 737 1089,1
297fa5f70f6549c8,182 754,7
298071b5b311bd68,147 434,2
2980da9bd239c163,259 543 641 813 932 1092,3
2982c8c6e5059585,25 161 1059 1092,7
2983344efe46c5fd,226 528 764,9
2983903c66a6a8e3,334 650 813 1059,2
29852bb6b32ee023,13 405 896 1092,0
2985a69edc7b8b29,194 813 890 991 1037,9
2985d608c418c4a3,497 498 616 704 728,7
298638fc620c5d86,559 678 825 1079 1092,2
29866451271483a9,304 1039,9
2986e676c4fd81b5,13 693 729 813,7
29873a9e032ca00c,121 763,1
298795f3bb937177,13 896 1028 1092,1
29880c1c3637a528,79 489,1
29886157d209da08,194 821 1092,7
298a892bb4295fc0,813,0
298a9830408a0f43,147 307 733 813 1034 1046,7
298ae1f91c5209c8,113 1059 1092,3
298c46b19f48fe5c,51 76 612 671,7
298d4ad8bb7e51ac,783 369,5
298dba02a6abbef3,121 962,7
298e577b6ed14da9,131 501 813 850 895 896,7
298f11a029ef346c,188 489 733 813,9
298fb6799a2ad5a,111 813,6
298fc997fdaea3d8,156 879,1
299008dfe93385be,13 405 903 1092,1
29911f2d383c03e6,147 554 612,7
29912b3316207e42,194 925 1065,4
29922c484f3232c9,147 322 612 671 780,7
2992cfd922a3d787,23 436,0
2992d57262406b49,111 813 1089,2
2992fa2f1aea4f2b,79 498 799,0
2993507e79df3d53,147 283 538 1059,4
299438f444545883,13 671 780,3
29953feb55b6eafa,79 496,9
2995776c931a8079,354 490,0
2995a70da948911e,161 626,6
29960d745a31902f,194 738 921 1034,0
299700f56cd22c7,121 464 724,0
2997b97ea8fe77b3,147 434,7
2997d8f52a235a1,51 532 813 1092,7
29981e8a824e5ffa,231 1059,1
299839f5a3950797,121 557,2
29984e01309452b9,79 492 698 887 1097,2
29987a0bea361c7f,313 738 962,2
299934e8b56f0ce5,169 819,6
299aa6c94f02084b,766,4
299bd61eb250721a,51 744 813 1022,2
299bdaa0319e8240,13 405 896 1092,6
299cb9cce01efbbb,79 776 1046,1
299ec38b69e61378,189 552 671,4
299ecd52abbb0c38,121 1098,5
299f17b332a4ebed,147 671 780 1034,8
299fb06257fabe50,259 733 813,1
299fee9cf94b8a3,156 326 1059,7
29a093417d889a16,147 663 835,3
29a12f7080c2cbd1,259 650 864,3
29a264abd3972440,194 480 813 1046 1092,3
29a28fd273a4457c,189 1034,8
29a2e53bd1b62a49,194 477 489 671,0
29a375017e0fcb2a,1059,4
29a47a530d593ebb,1098 1099,4
29a5a528fdde1a31,147 489 1092,4
29a5b7743a8eaa47,79 612 671 780,7
29a6672f293c7ff5,194 737 813 1046 1092,2
29a667a6194d84a7,189 485 603 671,0
29a6f362f700fd53,194 682 780 1059,8
29a77fb266f9e30b,189 477 671 780 1035,4
29a7c6815968edec,280 497 498,7
29a802173ac4a193,147 543 579 671 808,0
29a844efcef2726f,61 161 331 489 835,6
29a98af36d304f6f,51 552,8
29aa0de66ec9157c,156 485 624 639 733 738,4
29aa24981b5d8429,79 833,8
29aa619579bbe11f,156 492 501 830 1046,3
29aa8c0782e0d072,813 369,5
29ab7a5d7cd84f38,554 612 369,0
29ad0a311d02f2ce,79 552 639 671,8
29adf88670d95c0,865,5
29ae0ca4db228629,51 508,0
29ae3c9a7fc9a7fe,79 580 612 671 734,6
29ae6299fffb0b98,51 597,8
29aea7b5afed67a1,51 858 884,1
29aed20c9b05681c,189 485 671 780 1069,9
29af769c33a8678,194 671 780 1034,0
29afd759ba61b8c,147 672,8
29b068997bf16617,194 494 501 776 813 923,3
29b0ddb2c525f7de,480 738 868 923,8
29b0e0d341d10411,125 800,9
29b1a660a3ac7f01,111 835 1052,9
29b28da396cb724a,189 480 776 835 984 1092,1
29b2a3ebb70bcd5e,13 716,2
29b333218cf929a8,99 503 872,5
29b33668bc99e934,78 552,7
29b3e8616be1a0b,184 1061,0
29b417c180edeff5,538 776,2
29b493c6f74093b3,156 813 1092,7
29b49cddc4a88211,29 383 612 671 929,4
29b5220fa439f09c,147 317 612 929,2
29b5e304143d9078,147 705 813 1093,4
29b60336201337c5,194 404 813 1020,8
29b60b5eea606cb0,532 671,8
29b89b01a881dc7b,156 744 813 903 1092,4
29b8e20e25e53d25,13 552,7
29b92a784ca7235,497 498 799 970,3
29b936ce12adf8a0,555 896 1092,4
29ba56e8fb9c05b9,335 734 813 993 1020 1092,6
29bbceb1c5d39249,671 780 1034 369,6
29be3601ef41e3fc,194 482 498,8
29be652d851673b7,188 489,1
29bf3641c85dc522,634,6
29c0238ab5754ea5,147 672 834 1092,0
29c07429f904bf35,156 227 477,4
29c157fca20b11e2,189 663 1092,8
29c1c46eac59ec1b,189 485 603 780,9
29c2330ab3ff4808,182 728,2
29c26a03a08e673,194 780 925,4
29c383e8c0356856,78 1053,2
29c47cbb2d3d5945,13 756 813 1092,8
29c50c3aa62179fc,156 227 538 540 745 813 1027,9
29c54b924b30613b,194 485 718 813 1092 1099,7
29c62420521c6ff6,194 890 1099,4
29c6700095f996c1,51 896 910,2
29c70cf34b104f2b,226 1039,5
29c747554d1a701a,121 597 1002,3
29c7551f357c955d,13 405 896 1092,6
29c80a2c8620d38f,147 450,5
29c8a9524f3aa292,188 600 734 813,0
29c94e14a52c688f,111 477 532 671,1
29c9a579e5c14f70,189 378 420 1059,1
29c9e7f84671462c,184 650,6
29cc58bef8298d86,28 51 5 1059,2
29cc84fbbb1ff493,13 480 963 1083,0
29cc9b9352d9ed18,121 961 1092,1
29ccde62d10c6861,13 554 670 764 896,4
29cd6c922b45858e,180 750 1099,8
29cd7a39676cc27f,202 487,3
29cd80501ecf1369,156 420 492 1039,7
29cf5b9073b14486,420 776,6
29cf7c54faa6b49b,194 671 1092,2
29d08eb295f7fc8,194 671 1034,2
29d2149104dade1e,121 420,8
29d347ff279d75a8,121 433,1
29d36c31c6ddd499,612 780,1
29d56df36e9a691c,121 1035,6
29d5f43a96acd663,716 1092,1
29d61eb4679a961,147 477,4
29d6398320f10fa6,483 830 1046,8
29d6ba869bafee6d,813 1020,7
29d6f29fa3b554a3,13 501 846,4
29d7356d66d5f037,105 111 420 465 540 813,3
29d81f02601ab750,51 420 656 776 813,0
29d929cdae32035d,318 744 1059,4
29d96fa1d7395eed,182 754,7
29da0605c8acffa2,436 554 720,9
29dada71500d8569,51 604 1022,7
29db55314b524e89,156 420 744,5
29db623c10cdf6ea,1 582 1023,1
29dbc098ab8bfd38,189 554 835,5
29dcaed87b55bbc5,156 994,5
29dcc94c94d83d52,754,9
29dccd1270513d7b,25 161 584,5
29dcec158550de28,189 306 554 744 895 903,5
29dd3c430869b08f,720 369,1
29de73d4bd1359e1,121 688,5
29df30a9734035a8,51 434,6
29df69d6906d1d65,111 573 776 1046 1068,3
29df71b82bf6cc1c,13 552,7
29dfe14b99df6715,13 626 746,2
29e13b6be892a25b,147 1092,0
29e3306a973c277b,156 579 581 1092,7
29e3920eccf1922,335 813,1
29e40b8606fc5203,79 1098,3
29e420867918bb92,147 501 744,5
29e4a2c1178525eb,189 378 768,0
29e4e25ba7a68a8c,587 369,4
29e528156b0c89a5,147 675,3
29e919f7d9edc1b7,147 538 1092,3
29e9371794e4131d,51 212 462 480 733 1045,0
29e9737e57f64025,282 487,5
29e9e6da3881990e,698 718 903,6
29ea82cfebeeafe0,194 1099,4
29eb628f53bbf799,51 680 780 972,8
29ebde076dd7e42a,156 477 858,8
29ec1a0f3732ff5a,121 415,1
29edd1317f29f819,738,5
29ee328389f6f37c,304 1062,5
29eeaccbda7e5f82,13 405 896 1092,4
29eed7034ef91041,189 738 825,0
29f00be706b917de,335 554 720,8
29f4355db2aebcca,147 283 477 551 583 1064,7
29f4c422bd19ebf1,147 616 679 739 1046,2
29f5302b1fd915ab,121 415,1
29f58f1080b235e9,14 671 780 1056,0
29f5b677a8126347,147 896 1092,4
29f67fd4f2c1aeb0,194 844 912,5
29f78de3bc90a08e,237 420 738 962,8
29f7e443c30284fa,194 1098,0
29f977629ff64974,282 1035,2
29f9b6483bb8a03e,121 415 704,6
29fa239a43e8c3e5,194 1046 1081,4
29fa661fff58cf19,13 501 517 559 615 649,0
29fb69a70af26a33,51 538 551 1092,9
29fba646d3ed3d45,147 552,3
29fc017ef6ed60e9,147 322 671 896 1092,2
29fc6c637aed5351,51 543 813,5
29fc73bc75c694db,70 763 948,9
29fce8398edfeb5b,335 450 616,8
29fd6b5b088f4716,189 378 1034,4
29fd86bf4d0c54f5,60 447 650 718,8
29ff21ff08637a72,188 489,6
29ff28af5d445b45,420 628 682 780 1003,2
29ff3cffbd0f1eb9,156 227 813 832 1046 1062 1092,1
29ffe87874a21f29,259 665 993,2
2a004c98563f6c0e,79 555,7
2a0052696c5bb6eb,194 1098,5
2a0260df486d7863,813 896,1
2a027964074bee9f,156 813 1020,5
2a02b24abf042f5a,682 747 968 988 1092,4
2a031bbe428899bd,99 304 774,2
2a042a7e01c7d675,692,1
2a04693108972a9e,654 698 742 813 1092,7
2a0502f16e396f43,55 131 462 477 733 1046 1084,1
2a05c7ba0d5354fd,51 420 738 953,8
2a05f7bab4cb7fc6,304 813 896,7
2a06209b1ebe5ac8,78 766,8
2a06268c28ee009d,501 1046,4
2a08b86950fcb950,13 813 896,5
2a0ad6d477bad002,813 1048 1077,7
2a0b2795e8a13f2a,121 520 724 764 961,6
2a0b9ee5786d9286,830,6
2a0babca19095bd5,13 405 896 1092,6
2a0c60c40aa80d76,147 418 541 593 1092,4
2a0ca54406d337,418,6
2a0cdf717e127acc,121 840,0
2a0cf1f8d82d6622,51 212 558 744 784 903 910,8
2a0da665a2569c25,189 1034,2
2a0f6938c7a8fae0,259 979,4
2a0fa29c1be0e89b,147 813 1020 1092,0
2a100c0505d3e0f8,45 552 903 1092,2
2a1018ef2a7b24b2,438 671 369,3
2a109802d7311349,189 488 733 813,0
2a10cc0f7fca7529,13 552 671,6
2a10e3c76507b30,13 405 896 903 1092,6
2a11a77ad6ba948f,51 212 813 891,2
2a1250f52fcbed4d,348 554 598 739 784 813,8
2a125679e4dd604f,813 896,6
2a12c97b5bc40105,121 962,5
2a1375e221b9636a,51 532 615,4
2a1465b16902e036,138 458 682 369,1
2a14f1a61658d198,125 1039,3
2a153eed98d47076,188 489,5
2a15b2e1309f955c,194 668 789 1099,3
2a15ebbd18b0fe10,147 532 813 1022,3
2a1636d45d33f867,194 480 669 890 923 1092,5
2a17f5454da1204e,79 1059,5
2a185200c885e9,182 922,3
2a186a6dc0f4a595,156 227 503 701 1030 1046 1092,1
2a18b4022c3ffca0,23 813 1046,8
2a1900fda3ceb4a9,628,1
2a19387f63c1c714,70 492 1042,6
2a193cd00bb8f9db,51 1092,7
2a1aad2a977cb5fd,51 212 584,0
2a1aed853135261e,111 537,5
2a1b355d385aa4a4,671 369,1
2a1b56daeddf6e8c,131 671 768 780,3
2a1bb90b96447b0a,121 724 955,7
2a1c67b769b6fa0d,194 477 992,8
2a1d61beb6064b38,13 552,5
2a1f7a636f55dc04,335 595 800 993,5
2a1fff1140ec460f,813 896,1
2a2010a91c216d06,109 156 551 637 738,4
2a20e7e0541fb311,14 892 1066,4
2a21258fc409b337,79 631 639,2
2a214c9fdb17d34,79 528,1
2a221d38539dd179,13 501 559 871 1001,0
2a2275a7d53f8f9c,180 469 612 791,8
2a22b81ce495b4c7,774,0
2a2310432d3cec0e,1084,1
2a238ab9d1aa79d9,147 671 749 780,9
2a24a91186696591,51 485 704 738,8
2a258a67318be440,156 813 1092,9
2a25b8d37f7e4f24,304 349 487,0
2a260ab568e77555,51 339 458 492 501 671 1046,2
2a279645675ed30f,373 597,7
2a28d4ef64db55b,121 597,0
2a2aee3e242de663,189 671 1034,5
2a2ba0932d64792c,188 489 633,5
2a2bf4185dfc6bce,51 393 554 612 671 780,6
2a2c55e8f3915683,684,3
2a2c58bb3b3296e2,615 813 896,2
2a2d5912efebc940,188 1034,9
2a2db666009ac01d,13 1046,5
2a2f3ae19367932c,1092,0
2a2fa07baa777858,79 764 813,4
2a2ffd87eae409f9,70 671 780 1092,9
2a3029dffac2e0b6,156 813 992,1
2a309a476868eda7,121 464,0
2a3194c4bf0a8254,111 726 860 991 1000 1092,4
2a329f95a9395c07,194 960 1092,2
2a33ad63897c8990,259 406 645 742,6
2a33db831bbfb358,147 833 888 1092,2
2a341a4b52cd601,813 896,8
2a34747eaec414d2,79 487 671,5
2a35152cfec4ee2d,189 1039,8
2a3523c0d8f328a2,552 813,7
2a3557bb1878e5a5,590 663 809,7
2a3628760a2da8d4,332 961,7
2a37251623c8d6ca,147 283 554 598 616 1054,8
2a374fd6429481bf,147 492 1059,3
2a37f1c8c64859c4,147 401 705 780 783 864,8
2a38225fb847692c,51 522 554 776 813 1092,1
2a3832acbd700254,13 554 670,9
2a3991199e389d71,370 489,8
2a3a2cae2b9827ff,189 434 559 871 1001,8
2a3afd10c762ca49,147 485 682 780 999,7
2a3b6bb39885d173,147 783,1
2a3c301a403b786f,189 776,0
2a3c9561d5cdac22,147 510 733 813 1046 1059,4
2a3e1821307f3c3d,232 1032,2
2a3e1f0a1f249cff,121 704,1
2a3e49126052cb76,43 51 586 780,3
2a3f096d3522d9bb,79 477 487 738,1
2a3fbde0ff645760,51 744 745 813,1
2a3fdb2d3bdeff5b,147 568 813 1092,3
2a4126b7303b1ac9,256 582 1023,2
2a415418675b81ab,13 813 896,2
2a4163797b2cae6d,366 590 738,7
2a41bf936049d951,896 1092,4
2a41f8824df6435c,58 541 581 796,6
2a42475c148479f6,121 1039,0
2a42b874d89744b6,51 212 515,2
2a42f51ad6b26c88,156 485 671,1
2a4343015ba24a40,79 1059,8
2a43670fe1ba8684,552,7
2a43e7e62ec39116,121 1039,1
2a44a095d037ec5b,79 784,4
2a44e1463542e21a,147 703 961,6
2a46746538bb8b75,310 754,8
2a46c9d1d71343b8,147 655 671 780 813 1092,8
2a473f9291c8f1b7,45 438,6
2a47c49c0d9969cf,289 720,7
2a48570bc7e72f61,833 369,9
2a4899304dd4898b,194 479 537 624 734 822 844,6
2a48bea360fc246c,189 680 835 1099,7
